,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,state
suspects,,,,,,,,,,,,,,,,,,,,,,,,,,,,7766.0,7766.0,14227.0,17409.0,21691.0,22974.0,28783.0,29724.0,34224.0,34018.0,39084.0,41399.0,44528.0,47018.0,47715.0,49652.0,51640.0,56807.0,56807.0,56807.0,59027.0,60066.0,63951.0,67177.0,67177.0,72860.0,72991.0,74694.0,75441.0,76480.0,76480.0,77775.0,73271.0,73271.0,78232.0,78667.0,79313.0,81728.0,84994.0,86214.0,87913.0,88559.0,89056.0,89602.0,91618.0,94124.0,96212.0,98385.0,99958.0,100486.0,101496.0,101572.0,101572.0,101572.0,101572.0,101572.0,101572.0,101572.0,101572.0,101572.0,101572.0,101572.0,101572.0,101572.0,101572.0,101572.0,101572.0,101572.0,101572.0,101572.0,101572.0,101572.0,101572.0,101572.0,101572.0,101572.0,101572.0,101572.0,101572.0,101572.0,101572.0,101572.0,101572.0,101572.0,101572.0,101572.0,101572.0,101572.0,101572.0,101572.0,101572.0,101572.0,101572.0,101572.0,101572.0,101572.0,101572.0,101572.0,101572.0,101572.0,101572.0,101572.0,101572.0,101572.0,101572.0,101572.0,101572.0,MG
suspects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,39.0,39.0,41.0,41.0,63.0,26.0,43.0,43.0,32.0,47.0,63.0,63.0,18.0,30.0,30.0,30.0,50.0,43.0,37.0,45.0,27.0,27.0,21.0,25.0,18.0,18.0,38.0,20.0,39.0,38.0,53.0,53.0,50.0,21.0,28.0,32.0,61.0,71.0,51.0,35.0,83.0,66.0,78.0,117.0,148.0,69.0,24.0,77.0,77.0,77.0,379.0,379.0,379.0,214.0,146.0,146.0,512.0,385.0,329.0,329.0,465.0,278.0,402.0,302.0,630.0,628.0,645.0,372.0,387.0,387.0,542.0,639.0,917.0,1132.0,943.0,1234.0,1146.0,1232.0,1429.0,1211.0,1386.0,1187.0,1187.0,1412.0,1412.0,1987.0,1643.0,2082.0,1926.0,2067.0,1979.0,2322.0,1296.0,1993.0,2276.0,2330.0,2547.0,MS
totalCases,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,6,7,9,11,11,13,16,18,25,28,41,44,60,60,76,78,90,108,112,121,123,134,138,151,156,162,171,174,181,181,205,221,241,247,250,257,263,292,302,320,333,337,344,366,385,419,464,502,519,545,604,673,734,792,857,901,941,1005,1090,1187,1271,1363,1464,1594,1744,1909,2085,2262,2413,2485,2636,2817,3029,3388,3593,3788,4033,4243,4504,4762,5092,5390,5739,6108,6390,6877,7361,8166,8725,9262,9776,10270,11017,11571,12601,13406,14128,14687,15328,16304,17401,18356,19540,20333,21081,22078,23506,MT
totalCases,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,4,5,5,7,13,16,18,20,26,34,41,49,75,82,86,123,154,167,169,217,237,259,310,384,487,557,627,641,685,902,1026,1195,1267,1579,1745,2070,2219,2319,2586,2999,3359,3727,3920,4262,4756,5524,5935,6519,7018,7348,8069,9059,10344,11479,12638,13464,14201,15467,17177,18929,20532,22697,24125,24815,27366,29882,31671,35132,37296,37859,37961,40014,43652,46473,49473,53860,53860,54271,57570,60636,63405,65151,66328,68510,69224,71243,74192,76623,80072,82881,84654,86020,88636,91708,94036,96472,99313,100443,101207,103206,105853,108067,110411,112531,113811,114535,116152,118744,PA
totalCases,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,3,5,6,10,14,14,17,18,21,29,32,34,35,36,41,55,79,85,101,111,136,152,165,195,205,236,245,263,301,345,386,447,499,543,633,698,814,926,1034,1169,1219,1361,1493,1657,1849,2031,2156,2341,2525,2777,3045,3361,3739,4063,4347,4786,5300,5838,6238,6882,7508,7823,8016,8919,10209,11132,12011,12862,13162,13695,14859,16018,17579,18579,19787,20310,20951,22452,24032,25370,26556,27454,28013,28668,30128,31712,33382,35098,36526,36789,37258,39004,39917,40829,42837,44247,44684,45062,46962,48180,49541,50770,52311,52733,53151,54802,PB
totalCases,,,,,,,,,,,,,,,,,2,2,7,8,8,18,19,28,31,33,37,42,42,46,48,57,68,73,78,87,95,106,136,176,201,223,352,401,555,684,816,960,1154,1284,1484,1683,2006,2193,2459,2690,2908,3298,3605,3999,4507,4898,5358,5724,6194,6876,7334,8145,8643,8863,9325,9881,10824,11587,12470,13275,13768,14309,14901,15588,16209,18488,19452,20094,21242,22560,23911,25760,26786,27759,28366,28854,29919,30713,32255,33427,34450,34900,35508,36463,37507,38511,39361,40242,40705,41010,41935,42994,43872,44671,45261,45507,46427,47446,48626,49720,51118,52113,52494,52831,54022,55136,55804,57089,58107,58476,58858,59705,61119,62362,63457,65129,65642,66151,PE
totalCases,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,6,6,8,9,9,10,11,14,18,18,19,19,22,24,24,26,31,38,40,41,44,51,58,75,91,102,123,144,158,186,206,217,256,297,331,364,408,454,513,600,665,742,784,875,949,1051,1131,1233,1278,1332,1443,1612,1784,1905,2085,2252,2287,2440,2637,2852,3074,3258,3390,3550,3720,3966,4243,4503,4745,4931,5119,5506,5828,6064,6717,7105,7478,7621,7927,8359,8823,9337,9825,10153,10357,10881,11559,12099,12567,13813,14264,14476,15269,16227,17080,18023,18665,19158,19753,20422,22059,23307,24376,25561,26079,26511,27514,28411,PI
suspects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1844.0,3588.0,3487.0,1078.0,968.0,968.0,484.0,521.0,521.0,521.0,521.0,521.0,183.0,156.0,286.0,333.0,346.0,502.0,568.0,472.0,411.0,231.0,377.0,377.0,377.0,377.0,343.0,343.0,447.0,549.0,549.0,2357.0,1483.0,1483.0,1483.0,1483.0,426.0,380.0,380.0,519.0,534.0,534.0,315.0,429.0,376.0,546.0,736.0,521.0,521.0,582.0,686.0,797.0,1047.0,1047.0,884.0,875.0,638.0,638.0,834.0,834.0,980.0,788.0,903.0,833.0,1170.0,1170.0,2063.0,1939.0,1418.0,1418.0,1406.0,1834.0,1971.0,1519.0,1757.0,1995.0,2109.0,2804.0,3095.0,3095.0,3269.0,3724.0,3862.0,4339.0,3462.0,4293.0,5183.0,6014.0,7581.0,7795.0,8088.0,8329.0,9941.0,12343.0,13521.0,15299.0,15299.0,16083.0,14504.0,14093.0,14677.0,12338.0,9815.0,8281.0,7669.0,4983.0,PR
suspects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4471.0,4471.0,4471.0,4471.0,4471.0,4471.0,4471.0,4471.0,4471.0,4471.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23687.0,23687.0,23687.0,23687.0,23687.0,23687.0,41465.0,41465.0,41465.0,41465.0,41465.0,42809.0,42809.0,42809.0,44229.0,44229.0,44229.0,44229.0,32669.0,32669.0,32669.0,32669.0,32669.0,32669.0,32669.0,32669.0,10508.0,10508.0,10508.0,10508.0,10508.0,10508.0,10508.0,RJ
suspects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.0,1125.0,1125.0,1130.0,1130.0,1130.0,1836.0,1836.0,2153.0,2288.0,2261.0,2261.0,2261.0,2430.0,2619.0,2822.0,2954.0,2881.0,2871.0,2698.0,2430.0,2247.0,2247.0,2247.0,2247.0,2247.0,2785.0,2754.0,3089.0,3086.0,3298.0,3928.0,3989.0,4122.0,4626.0,4730.0,4792.0,4822.0,4834.0,4939.0,4974.0,4974.0,5503.0,5704.0,6188.0,6696.0,6696.0,6696.0,7500.0,7814.0,8438.0,8438.0,9852.0,9852.0,9852.0,10699.0,11781.0,11781.0,12920.0,14067.0,14067.0,12856.0,13146.0,14035.0,14035.0,14906.0,14172.0,14172.0,16526.0,16573.0,19659.0,19659.0,19336.0,18841.0,18841.0,18841.0,19574.0,23089.0,22618.0,22618.0,22613.0,22613.0,22504.0,24873.0,24873.0,24641.0,24641.0,24641.0,24641.0,24601.0,29947.0,29624.0,30635.0,31874.0,31879.0,31879.0,42230.0,43427.0,43500.0,44157.0,52201.0,52201.0,52201.0,52201.0,48921.0,RN
totalCases,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,3,5,5,6,6,6,6,8,9,9,10,10,11,14,18,23,26,28,32,34,42,42,69,73,92,110,128,160,199,223,223,250,290,328,364,393,413,433,502,585,654,705,756,861,943,1098,1222,1263,1302,1398,1460,1612,1686,1794,1919,1963,2043,2413,2499,2659,2774,3109,3201,3268,3493,3862,4252,4502,4743,4942,5172,5477,5714,6459,6862,7701,8110,8626,9220,9850,10547,11224,11710,11865,12180,13010,13567,13804,14353,14952,15181,15827,16499,17424,18173,19271,19735,19820,20406,21251,21523,21970,22241,22957,23479,23921,24564,RO
totalCases,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,8,8,10,12,16,16,16,16,26,30,37,42,42,42,49,52,63,75,79,83,113,114,142,164,201,222,244,247,280,297,304,345,401,407,425,425,452,519,602,668,740,806,869,932,1020,1124,1202,1290,1295,1411,1411,1500,1589,1706,1791,1882,1988,2067,2146,2306,2439,2439,2564,2682,2959,3098,3299,3475,3692,3850,4143,4143,4831,5238,5529,5768,6056,6347,6594,6712,6842,6875,6881,6935,7150,7421,7650,8037,8120,8188,10340,10803,11872,12911,13078,14341,14459,14641,15153,17583,18323,18769,18922,18948,19088,19284,RR
suspects,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.0,132.0,132.0,258.0,258.0,258.0,258.0,258.0,258.0,258.0,258.0,258.0,258.0,,,,,,,,,,,,,,,,,,,,,,,,,,393.0,388.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,RS
suspects,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.0,410.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,,,,,,,,290.0,411.0,411.0,392.0,509.0,509.0,509.0,509.0,296.0,395.0,395.0,388.0,258.0,261.0,428.0,678.0,621.0,621.0,621.0,95.0,72.0,72.0,72.0,210.0,210.0,294.0,207.0,61.0,61.0,102.0,403.0,583.0,433.0,433.0,130.0,130.0,130.0,130.0,736.0,736.0,883.0,577.0,577.0,577.0,567.0,642.0,642.0,835.0,595.0,595.0,595.0,1225.0,1225.0,1393.0,1454.0,1333.0,1284.0,1355.0,1355.0,1845.0,1594.0,1594.0,781.0,1297.0,2952.0,3671.0,3891.0,3891.0,4390.0,4092.0,4267.0,4810.0,5255.0,5662.0,6020.0,5850.0,5205.0,5540.0,5933.0,5933.0,5840.0,5741.0,4804.0,4326.0,4220.0,SC
suspects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8484.0,8484.0,8484.0,8484.0,8484.0,8484.0,9673.0,9673.0,9673.0,9673.0,9673.0,9963.0,9963.0,9963.0,11304.0,11304.0,11304.0,11304.0,11886.0,11886.0,11886.0,11886.0,11886.0,11886.0,11886.0,11886.0,8695.0,8695.0,8695.0,8695.0,8695.0,8695.0,8695.0,SE
suspects,,,,,,,,,,,,,,,,,,,,,,,,,,,,4743.0,4572.0,4300.0,14312.0,14312.0,14312.0,14312.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,17000.0,17000.0,17000.0,30000.0,30000.0,30000.0,30000.0,30000.0,28467.0,32859.0,35410.0,39302.0,40542.0,41215.0,44003.0,44144.0,45518.0,48130.0,54663.0,55402.0,56584.0,57931.0,57800.0,71855.0,77897.0,77897.0,81543.0,81543.0,81543.0,93312.0,98448.0,103246.0,107441.0,109207.0,109356.0,113408.0,113408.0,125215.0,131008.0,135348.0,135381.0,137386.0,142455.0,147991.0,151965.0,151965.0,156729.0,166603.0,164677.0,164677.0,180720.0,180562.0,185082.0,192785.0,194413.0,191006.0,195171.0,205401.0,205401.0,205401.0,217754.0,219360.0,221004.0,221004.0,221004.0,228808.0,228808.0,234689.0,234689.0,228568.0,228568.0,235037.0,235037.0,235037.0,244172.0,244172.0,244172.0,246892.0,246850.0,257900.0,257900.0,257900.0,257900.0,257900.0,263250.0,263250.0,263250.0,272384.0,277156.0,277156.0,281088.0,288903.0,SP
totalCases,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,5,7,7,7,8,9,9,10,11,12,12,12,13,16,17,19,19,23,23,23,25,26,26,27,29,31,32,33,34,35,37,37,43,50,58,67,79,116,137,164,191,246,267,303,351,423,494,573,688,747,828,932,1029,1179,1279,1279,1496,1646,1809,1976,2205,2430,2430,2591,2696,2858,3023,3277,3611,3981,4176,4345,4483,4698,4881,5505,5644,5644,6052,6257,6529,6744,6931,6972,7137,7309,7573,7774,7956,8203,8354,8477,8766,9098,9425,9681,9966,10228,10359,10764,11222,11454,11736,12282,12476,12640,13004,13004,TO
suspects,,,,,,,,,,,,,,,,,,,,,,,,,,,,15867.0,17700.0,27227.0,48793.0,50684.0,52037.0,57847.0,56944.0,63722.0,63318.0,68761.0,71190.0,74380.0,71484.0,72068.0,86338.0,88917.0,95157.0,110830.0,110424.0,113544.0,116272.0,119713.0,121860.0,125406.0,135014.0,138587.0,143462.0,145827.0,155648.0,155949.0,157733.0,158205.0,171445.0,175562.0,181843.0,186149.0,191145.0,213376.0,222113.0,223314.0,229194.0,227358.0,228424.0,243997.0,255669.0,262746.0,271141.0,275292.0,279331.0,284334.0,285932.0,304977.0,313257.0,318637.0,318885.0,365724.0,351458.0,362062.0,363921.0,384682.0,391357.0,401334.0,401927.0,402878.0,427090.0,431844.0,442448.0,458660.0,462144.0,463582.0,471060.0,491947.0,499352.0,552662.0,571355.0,574654.0,577781.0,588300.0,609821.0,641947.0,642237.0,654713.0,635617.0,632654.0,647347.0,667661.0,674042.0,690406.0,703893.0,705788.0,703204.0,705799.0,712681.0,695858.0,710170.0,708323.0,709836.0,727018.0,739535.0,747616.0,751144.0,773235.0,782500.0,780207.0,787252.0,797262.0,TOTAL
